PassengerId,Survived
892,0.10001567410863033
893,0.4033303571457113
894,0.4325532894872999
895,0.4248466501592
896,0.26633431776519406
897,0.11068647831997407
898,0.4384969566157992
899,0.6894759649418689
900,0.7477383996898022
901,0.3788599439409033
902,0.3401311496528132
903,0.5848830268682529
904,0.5949264592991086
905,0.11882625414145001
906,0.864021545287217
907,0.8617217896867495
908,0.4450390874885284
909,0.18152608298375128
910,0.44800179157844777
911,0.5928704609433016
912,0.2042244175523439
913,0.3770304681035541
914,0.8889736697974617
915,0.3485044197388568
916,0.8535156164495407
917,0.24625768915335736
918,0.639854027644578
919,0.24441193529013894
920,0.6316732196895504
921,0.20300570186962508
922,0.21571339817798799
923,0.7327434273449152
924,0.6478517310901243
925,0.2111491594280855
926,0.4083669891371764
927,0.17005124300661678
928,0.2621357672443318
929,0.2501133823269812
930,0.3064234655877337
931,0.5089515809841718
932,0.3557514411964504
933,0.6174367963932414
934,0.08810595532939039
935,0.8167433253806171
936,0.8852999986275866
937,0.12966129573499902
938,0.2089431254251277
939,0.4614584126770102
940,0.600895137126329
941,0.6603042536871856
942,0.6842131780608025
943,0.1603066765244056
944,0.9082757605781
945,0.7719160090549334
946,0.26593352194656117
947,0.13369083397591072
948,0.3030115620549648
949,0.09645472546687743
950,0.40992150258047727
951,0.8340970201540892
952,0.09045074486688602
953,0.6849477193053342
954,0.14331403089392003
955,0.638997341263148
956,0.2523746504717173
957,0.7121211954072602
958,0.7347581460302002
959,0.20119363414032326
960,0.6718345216288982
961,0.45119523846066634
962,0.33802285519789493
963,0.31215992631383405
964,0.2806524270561977
965,0.21165923898272027
966,0.6816131626332715
967,0.4767251976758246
968,0.09912907243251845
969,0.4709869834416146
970,0.48660163189234373
971,0.7009717215173323
972,0.25153792835763883
973,0.18769752607423917
974,0.5403074200753548
975,0.09174853014816217
976,0.505090667604027
977,0.3928308683644735
978,0.4339363408755177
979,0.2678375281493679
980,0.7159055652216436
981,0.30777276727645286
982,0.24930973624737784
983,0.10974792572732427
984,0.6470440305267257
985,0.09912907243251845
986,0.3126284792701587
987,0.11097835224417446
988,0.6643135479988218
989,0.47671409181259117
990,0.5311476298715376
991,0.08906054432715393
992,0.9126236829226873
993,0.13700761727846716
994,0.2493299228010396
995,0.11804468419525303
996,0.3016050170244835
997,0.11473518245794483
998,0.4847354720325405
999,0.11351221934142813
1000,0.10018524270696891
1001,0.46968365005060647
1002,0.19574970227574828
1003,0.7189790453315856
1004,0.5218089736936443
1005,0.6614766425188244
1006,0.9052302920398085
1007,0.13545318307404214
1008,0.09935825260100005
1009,0.479242312177263
1010,0.5161231882802678
1011,0.8174032536923126
1012,0.453570853653689
1013,0.10948530699424497
1014,0.6761280680837323
1015,0.6321403315353735
1016,0.2493299228010396
1017,0.6106921575740147
1018,0.10255064539758967
1019,0.48911230992705557
1020,0.6292131110489926
1021,0.09121159406844198
1022,0.10368351800041536
1023,0.2272203966498812
1024,0.18622286814421685
1025,0.34236793164643137
1026,0.08475176751133812
1027,0.09595198416039355
1028,0.667286397306343
1029,0.23929199423035957
1030,0.22481572625811827
1031,0.16984437610519437
1032,0.09899912502647941
1033,0.9041168515006489
1034,0.58906663753802
1035,0.1284383493064653
1036,0.38763117813688835
1037,0.14424532233849516
1038,0.2446305643612019
1039,0.3134340987436397
1040,0.4206758222718634
1041,0.3174279314415822
1042,0.7824363434039643
1043,0.4845281880292006
1044,0.06982882774744595
1045,0.30832831087558155
1046,0.0791047475166562
